,title,author,genre,platform,story,rate
323,미생, 윤태호,"드라마, 직장생활, 사회초년생",다음 웹툰,자신의 삶을 승리하기 위해 한 수 한 수 돌을 잇는 사람들의 이야기,9.8
324,연애싫어, 이겨울,"학원, 코믹, 연애",다음 웹툰,연애를 싫어하는 여고생 하연실에게 일어나는 다양한 일상 공감 코믹연애물!,9.9
325,가슴도 리콜이 되나요, 아실,"순정, 판타지, 연애",다음 웹툰,진정한 사랑을 쟁취하기 위한 나유빈의 연애 이야기,9.7
326,가내수공업 Ent., 참치캔,"순정, 아이돌, 꽃미남",다음 웹툰,"B급 섹시 아이돌 병풍 멤버, 하영과 너무나도 눈에 띄는 숨은 조력자들의 '하영이 꽃길 걷기 프로젝트!",9.8
327,도깨비훈장, 박혜림,"드라마, 도깨비, 귀신",다음 웹툰,"낯선 섬, 제주도에서 만난 도깨비들이 자꾸만 나를 쫓아온다.",9.9
328,구리의 구리구리, 구리,"코믹, 일상, 생활툰",다음 웹툰,논픽션 좌충우돌 구리의 구리구리한 일상툰,10.0
329,초상화, 정이나,"순정, 드라마, 사랑",다음 웹툰,"18세기 유럽, 헬리는 스승을 대신하여 백작가문에서 딸의 초상화를 그리게 되는데..",9.9
330,19세기말 비망록, 조부경/DUNDUN,"순정, 스릴러, 역사",다음 웹툰,"종교와 과학이 격돌하는 19세기 말 영국, 릴리안과 낯선 오라버니의 금단의 사랑",9.9
331,아수라발발타, 현마담,"드라마, 코믹, 무당",다음 웹툰,본의 아니게(?) 신내림을 받은 한 남자의 미스터리 이야기,9.4
332,공대에는 아름이가 없다, 라라시스터,"드라마, 순정, 코믹, 대학생",다음 웹툰,공대 아름이들의 좌충우돌 캠퍼스 라이프!,8.9
333,가랑가랑, 이이영,"순정, 드라마, 첫사랑",다음 웹툰,우리에게 선택은 언제나 어려운 일이었다.,9.9
334,혼자를 기르는 법, 김정연,"일상, 혼자, 비판적",다음 웹툰,스스로를 돌보기도 힘든 내가 과연 잘 할 수 있을까?,9.9
335,두번째 집, 우현,"드라마, 가족, 설렘",다음 웹툰,우리 집은 이런 집이 될 수 없다,9.9
336,매생이가 나타났다, 오청,"코믹, 순정, 꽃미남",다음 웹툰,연애만 빼고 다 잘하는 여대생 도형에게 들이닥친 초록색 그것(?)과의 파란만장 하숙 생활. 만화공모대전3 우수상 수상작,9.9
337,이쇼핑, 엄세윤/류가명,"스릴러, 드라마, 복수",다음 웹툰,"부모에게 살해당한 아이들, 그들의 복수가 시작된다.",9.8
338,어른의 취미, 장어진,"드라마, 성장드라마, 빚",다음 웹툰,장난감 밖에 모르는 26세 재벌백수 상수의 성장 드라마,9.6
339,금빛도깨비 쿠비, 김성주,"판타지, 모험, 동화",다음 웹툰,"사라진 엄마를 찾아 떠난 소녀가 만난 놀라운 세계, 그리고 어디서도 보지 못한 도깨비들의 비밀은?",9.9
340,옥탑의 전설, 우주용,"순정, 코믹, 드라마, 연애",다음 웹툰,"다운vs옥탑, 극한의 자취방 생존기! 저 그냥, OO하게 해주세요!!",9.9
341,대새녀의 메이크업 이야기, 여은,"지식, 순정, 메이크업",다음 웹툰,화장 못한다고 까인 새내기 김경아의 두근두근 로맨스+메이크업 이야기!,9.6
342,가딩 : 그녀는 나의 웬수, BUDDY,"코믹, 판타지, 수호자",다음 웹툰,14살 때 죽은 친구가 수호신이 되어 연애를 방해한다? 다사다난한 모태솔로 탈출 이야기,7.8
343,실, 보리,"순정, 인연, 조선시대",다음 웹툰,"'다시 돌아가는 거야, 당신에게로!'",9.9
344,브릿지, 강풀,"액션, 드라마, 초능력",다음 웹툰,강풀 액션만화 두번째 시즌 '브릿지'. 한국형 히어로들의 이야기는 아직 끝나지 않았다!,9.9
345,월령관 살인사건, 마하로/곡,"스릴러, 드라마, 살인사건",다음 웹툰,"100여 년 전, 의문의 살인사건이 벌어졌던 낡은 서양식 저택에서 또 다시 사건이 일어난다!",9.9
346,게임회사 여직원들, 마시멜,"일상, 직장생활, 개발",다음 웹툰,게임을 만드는 여직원들의 게임같은 이야기,9.6
347,사랑스러운 복희씨, 김인정,"순정, 드라마, 짝사랑",다음 웹툰,언젠가는 이 사랑이 이루어질까요? 조금은 서투른 그들의 짝사랑 탈출기,9.9
348,풍뎅이뎅이, 주니쿵,"일상, 코믹, 힐링",다음 웹툰,저를 봐도 밟지마세요! 그냥 풍뎅이일 뿐이니까요!,9.7
349,더스크 하울러, 태선/크루,"판타지, 게임, 가상현실",다음 웹툰,밸런스 막장으로 소문난 게임 '트리키아'! 인간 종족의 이단아가 되어 암흑 진영을 지배한다!,9.6
350,택의 주인, 디디,"스릴러, 성인, 서스펜스",다음 웹툰,외딴섬의 저택. 아이들이 찾아오고 저택의 분위기는 급변하게 된다.,9.6
351,무장, 김철현 ,"무협, 판타지, 무장",다음 웹툰,"고려 무신정권, 노비에서 무장으로 다시 태어난 영웅!",9.7
352,살아말아, 고은,"순정, 판타지, 연애",다음 웹툰,"사랑 없는 결혼 생활에 지친 노부부, 다시 그 때로 돌아간다면?",9.9
353,퀴벌레, 조금산,"스릴러, 성인, 복수",다음 웹툰,생존에 최적화된 바퀴벌레처럼,9.7
354,인천상륙작전, 윤태호,"드라마, 현대사, 정치",다음 웹툰,해방에서 한국전쟁까지. 격동기를 살아간 사람들의 이야기,9.9
355,고교대장부, 김도헌,"코믹, 학원, 고등학생",다음 웹툰,왕년에 주먹 좀 날리던 그가 돌아왔다?,7.7
356,아띠아띠, 쵸밥,"일상, 힐링, 동물",다음 웹툰,너는 나를 얼만큼 사랑하니?,9.9
357,퍼펙트 게임, 장이,"스포츠, 야구, 감동",다음 웹툰,"치열한 직장인의 삶과 야구인으로서의 삶, 대한민국 최초의 사회인 야구만화 <퍼펙트 게임>",9.9
358,애완견의 법칙, 이현성/도담,"순정, 드라마, 연애",다음 웹툰,"사랑에 치이고, 일에 치이고, 가족에게까지 치여 지친 태령에게 찾아온 애완견 같은 우준.",9.8
359,일진의 크기, 윤필/주명,"학원, 드라마, 일진",다음 웹툰,"화제의 작품 <일진의 크기>그 마지막 이야기, 파이널!",9.6
360,썸머드림, 복숭아,"스포츠, 드라마, 탁구",다음 웹툰,"남들과 조금 다른, 그렇기에 더 특별한 한 소년의 성장기",9.3
361,마샬아츠, 강지윤,"스포츠, 액션, 권투",다음 웹툰,부산에서 전학 온 문제아 황민도가 종합격투기에 도전하는 청춘 열혈 스포츠 만화! ,7.7
362,랫츠, 고래우,"드라마, 미스터리, 사건사고",다음 웹툰,"우리 곁을 둘러싼 수많은 사건 사고들, 나는 얼만큼 무뎌져 있는가?",9.8
363,로렌스를 구해줘, 강형규,"드라마, 재벌, 갑질",다음 웹툰,재벌들이 향락을 즐기는 연회장. 우리는 그 곳에서 일한다.,9.9
364,아 지갑놓고나왔다, 미역의효능,"드라마, 영혼, 감동",다음 웹툰,"<2017 오늘의 우리만화> 수상작. 엄마와 딸, 죽음 이후 두 사람이 살아가는 이야기",9.9
365,못 잡아먹어 안달, 센개,"일상, 코믹, 남매",다음 웹툰,쌍둥이 남매의 대수롭지 않은 일상,9.9
366,에비츄, EBICHU,"코믹, 반려동물, 동물",다음 웹툰,까망베르 치즈와 아이스크림을 좋아하는 에비츄의 소소한(?) 이야기,9.6
367,Dr.브레인, 홍작가,"스릴러, 미스터리, 추리",다음 웹툰,천재적인 뇌과학자가 죽은 사람의 뇌에 접속하며 겪게되는 사건들,9.9
368,트레져헌터3, 허견,"액션, 판타지, 격투",다음 웹툰,"연단술사와 연금술사의 전쟁, 트레져헌터 최종장 오픈!",9.7
369,술꾼도시처녀들, 미깡,"일상, 음식, 술",다음 웹툰,술꾼들을 위한 본격 음주 일상툰. (경고 : 지나친 음주는 건강을 해칠 수 있습니다),9.7
370,부암동 복수자 소셜클럽, 사자토끼,"드라마, 가족, 복수",다음 웹툰,평범한 세 여자의 특별한 복수. Daum 온라인 만화공모대전 장려상 수상,9.9
371,빅토리아처럼 감아차라, 이창현/유희,"코믹, 스포츠, 축구",다음 웹툰,"축구계의 방랑자, 구연산. 위기에 처한 A대표팀의 구세주로 등극할 것인가!",9.6
372,아스팔트 정원, 이원진,"순정, 연애, 대학생",다음 웹툰,예전의 지위를 되찾기 위해 분투하는 소녀의 이야기,5.1
373,조상님이 돌아왔다, WONDER,"판타지, 드라마, 퇴마",다음 웹툰,실수로 조상님을 불러냈다. 이 분을 무사히 돌려보내려면..?!,9.9
374,신시, 정은숙,"액션, 판타지, 신화",다음 웹툰,12개의 시간으로 세상을 지배하는 십이지신. 동물 신들의 버라이어티한 배틀!,9.8
375,작약만가 : 서리꽃, 인토르노,"스릴러, 판타지, 욕망",다음 웹툰,"후궁이라는 미명 하에 칼을 두른 여인들, 탐욕과 공포 아래 나는 이 황궁에서 살아남을 수 있을까? 만화공모대전3 최우수 수상작",9.9
376,19년 뽀삐, 마영신,"드라마, 반려동물, 강아지",다음 웹툰,장발머리 병걸이 곁엔 뽀삐가 언제나 함께 있다,9.8
377,세자전, 정이리이리,"코믹, 역사, 왕자",다음 웹툰,천운을 타고난 귀한집 자식. 조선시대 세자들의 치열한 경쟁!,9.7
378,그놈은 여고생, 백영민,"코믹, 여장남자, 고등학생",다음 웹툰,'최강'이라 불린 고등학생 최강배. 그가 치마를 입고 여학생이 된 이유는? ,9.6
379,페이머스맨, 유비,"드라마, 댄스, 열정",다음 웹툰,"뺑뺑이 안경에 존재감 없는 아이 유명인, 그가 무대에 오른다.",9.5
380,"회색 방, 소녀", 봉봉,"미스터리, 드라마, 살인사건",다음 웹툰,"이름 없는 소녀의 삶과 죽음, 버림받은 아이들의 비극에 관하여…",9.8
381,소년 가라사대, 민홍,"드라마, 첫사랑, 고등학생",다음 웹툰,"소년, 소녀를 만나다.. 그리고 그들은 친구가 될까 아니면 첫 사랑이 될까",9.8
382,밤의 베란다, 이제,"순정, 연애, 고등학생",다음 웹툰,너도 나처럼 끊임 없이 절망하고 괴로워 했으면 좋겠어 날 이해 할 수 있게..,9.8
383,부탁해요 이별귀, 동남/하나,"판타지, 순정, 연애",다음 웹툰,연인들의 이별을 관장하는 귀신들의 특별한 커플 브레이킹! 과연 성공할 수 있을까?,9.8
384,웰컴 투 고스트시티, 유들/라떼,"드라마, 판타지, 괴담",다음 웹툰,서울시 귀신특별자치구로 파견된 엘리트 공무원의 임무수행기!,9.7
385,캐셔로, team befar,"드라마, 코믹, 가난",다음 웹툰,"<2017 오늘의 우리만화> 수상작. 정말로 '돈이 곧 힘'이지만, 그러던가 말던가 빈곤한 두 남매 이야기",9.1
386,오빠의 향기, 복슬,"드라마, 순정, 짝사랑",다음 웹툰,오빠와 나는 3살 차이. 그런데 왜 이렇게 어른처럼 보이는 걸까?,9.7
387,하푸하푸, 꿀때징,"코믹, 일상, 병맛",다음 웹툰,"애교가 부족할때 보세요, 혀가 짧아지는 만화 ",9.2
388,국민사형투표, 엄세윤/정이품,"스릴러, 사형, 형사",다음 웹툰,어느 날 당신에게 도착한 국민사형투표 문자. 당신의 선택은?,9.8
389,던전오브다단계, 서자희가/데몬제이,"지식, 사건사고, 진실",다음 웹툰,교묘하게 벌어지는 어떤 악몽같은 일에 대하여..,9.6
390,우리 집에 사는 남자, 유현숙,"드라마, 가족, 동거",다음 웹툰,"드라마 이웃집 꽃미남, 호구의 사랑 원작자 유현숙 작가의 신작",9.6
391,죽어 마땅한 자, 지뚱,"스릴러, 저주, 학교생활",다음 웹툰,내게 들려오는 소리... XX 인간은 벌을 받아야 한다.,9.4
392,양말도깨비, 만물상,"판타지, 순정, 동화",다음 웹툰,양말이 한짝씩만 사라지나요? 당신의 집에도 도깨비가 있을지 몰라요~,9.9
393,생존인간, 디디,"공포, 스릴러, 살인사건",다음 웹툰,학교는 나의 유일한 안식처였다. '그것'이 나타나기 전까지... ,9.7
394,청춘극장, 이은재,"드라마, 청춘, 꿈",다음 웹툰,"""누구나 청춘을 산다."" 다양한 장르의 이야기를 통해 본 청춘 드라마",9.9
395,오버 스팀, 유동혁/서윤교,"판타지, 액션, 전투",다음 웹툰,"궁극의 에너지원 '드라칸', 그리고 이를 둘러싼 처절한 제국전쟁!",9.2
396,장기대출, GAR2,"미스터리, 스릴러, 돈",다음 웹툰,인간의 장기를 대출할 수 있다면 어떻게 될까?,8.6
397,스타캣의 힐링툰, 고동동/박정아,"일상, 힐링, 감성",다음 웹툰,지친 당신을 스타캣이 살포시 안아드릴게요.,9.5
398,달세즈, 세라,"판타지, 순정, 마법",다음 웹툰,"빛을 지닌 소년의 이야기, 4월 웹툰리그 당선작",9.7
399,아메리칸 유령잭, 한지혜/안정은,"공포, 순정, 괴담",다음 웹툰,세상에서 가장 오싹한 유령 잭 하우스에귀신의 집 딸 마고은이 도전한다!,9.8
400,무(武)림수사대2, 이충호,"판타지, 무협, 무술",다음 웹툰,강호의 운명을 건 사투! 무림수사대 두번째 시즌 무황재림,8.5
401,꽃드림, 팀 샐러드레씽,"액션, 판타지, 모험",다음 웹툰,"전쟁과 사막화로 황폐화된 근미래, 하지만 그곳에도 꽃집은 있었다!",9.6
402,타고난 사람들, 맥퀸스튜디오,"순정, 드라마, 초능력",다음 웹툰,"돈은 안 되지만, 살기엔 편한 무엇을 타고난 사람들~",9.6
403,점핑걸, 마하로/우주용,"순정, 연애, 연예인",다음 웹툰,"XX녀, 현대판 마녀사냥을 당한 그녀들의 엽기발랄 생존기",9.6
404,친구엄마, 최호진,"드라마, 가족, 고등학생",다음 웹툰,"나는 좋은 딸이 될 수 있어, 너보다 더..",8.5
405,조난! 에로로, 라라시스터,"코믹, 조난, 서바이벌",다음 웹툰,때로는 당황스럽게 때로는 흥분되게 영원히 곁에 있어줄 저돌적인 그가 옵니다.,9.8
406,귀신, 장작,"공포, 괴담, 일제강점기",다음 웹툰,1924년 북한산. 신이 되고자 했던 그 것은 그 날 죽어야 했다,9.7
407,셜록 : 여왕폐하의 탐정 2, 고경오/곡,"탐정, 판타지, 추리",다음 웹툰,세계적인 명화가 도난당했다! 홈즈의 형님이 마피아와 분투하는  홈즈와 왓슨을 돕다,9.6
408,묘진전, 젤리빈,"판타지, 신화, 전설",다음 웹툰,"하늘로 돌아가고 싶은 남자, 묘진. 그와 얽힌 기묘한 이야기",9.9
409,무빙, 강풀,"드라마, 액션, 초능력",다음 웹툰,남들이 모르는 비밀을 간직하고 있는 고등학생. 그리고 그 부모들의 이야기. 소년소녀들의 성장기.,9.8
410,들숨날숨, 와자,"판타지, 죽음, 능력자",다음 웹툰,죽음을 그리는 한 남자의 이야기,9.1
411,지하철도의 밤, 윤필,"일상, 드라마, 지하철",다음 웹툰,"서울의 중심 지하철 2호선, 매일 그곳을 방황하는 당신에 대한 이야기",9.6
412,파인, 윤태호,"드라마, 도굴, 바다",다음 웹툰,범죄자들을 모아 신안앞바다 보물을 도굴하려는 근면성실 악당 이야기,9.8
413,윤의 죄, 이림,"미스터리, 성인, 살인사건",다음 웹툰,"동급생을 죽인 소년, 그리고 소년을 추격하는 형사의 충격 스토리",9.8
414,연애가 제일 쉬웠어요, 참치캔,"순정, 코믹, 연애",다음 웹툰,말썽 피우면 호랑이한테 시집보낸다! 그 말 누가 믿냐고? 뒷산에 살던 호랑이가 믿죠,9.6
415,하숙집 도로시, 환상거북,"액션, 판타지, 동화",다음 웹툰,하숙집에 엉겨서 살게 된 동화 속 주인공들..제발 다시 돌아가줘~,9.7
416,왈퐈, 강형규,"드라마, 미스터리, 복수",다음 웹툰,그가 죽었다.. 그리고 시작된 시아버지와 며느리의 합작 복수극!,9.8
417,데미지 오버 타임, 선우훈,"공포, 좀비, 군인",다음 웹툰,괴생명체 출현으로 고립된 군부대. 집단을 꾸려 살아보려는 이들의 운명은?,8.8
418,관찰인간, 디디,"공포, 스릴러, 초자연",다음 웹툰,이사 온 옆집 남자가 수상하다. 아귀 작가 신작   ,9.8
419,PT맨 강코치, 박성철,"코믹, 지식, 헬스",다음 웹툰,"남자들이여, PT맨 강코치와 근육을 만들어봅시다.",9.2
420,나의 빛나는 세계, 마루,"순정, 연애, 대학생",다음 웹툰,사람이 두려운 한 소녀. 그리고 다가온 작은 빛. 피노키오 작가 신작,9.9
421,오늘은 자체 휴강, 계란계란,"코믹, 학원, 학교생활",다음 웹툰,게으른 자 함부로 욕하지 말라. 너는 누구에게 한 번도 게으른 적이 없었느냐~,9.7
422,에스탄시아 3, 팀 풍경,"판타지, 열차, 미래",다음 웹툰,"만화창작집단 풍경의 SF대작. 에스탄시아, 세번째 이야기!",8.7
423,브레이커2, 전극진/박진환,"무협, 액션, 무림",다음 웹툰,"대한민국 최고의 도시무협 액션, 그 두 번째 신화가 펼쳐진다!",9.3
424,늑대처럼 울어라, 이세형,"액션, 격투, 배틀",다음 웹툰,살기 위해 싸움을 선택한 남자들!,9.8
425,괴담콜렉터, 강산,"공포, 괴담, 움짤",다음 웹툰,돈 많은 사이코패스를 감동시킬만한 이야기는 무엇일까?,8.1
426,안녕! 바북아, 윤필,"일상, 힐링, 동물",다음 웹툰,"평생을 함께 할 수 있는 반려동물, 바북이 이야기",9.3
427,에이스 하이, 이창현/유희,"코믹, 판타지, 병맛",다음 웹툰,4년 만에 돌아온 J.J. 이번에는 출격할 것인가,9.8
428,상상고양이, 김경,"일상, 반려동물, 고양이",다음 웹툰,"인간과 고양이... 같은 상황, 다른 생각! 두둥!",9.9
429,그녀와 32분의 1, 오곡,"순정, 코믹, 학교생활",다음 웹툰,"설레는 마음으로 맡은 첫 담임, 그런데 우리 반은 뭔가 이상하다...?",9.9
430,지킬박사는 하이드씨, 이충호,"순정, 연애, 다중인격",다음 웹툰,지금까지와는 전혀 다른 이충호 스타일을 만나다!,8.1
431,호구의 사랑, 유현숙,"드라마, 순정, 연애",다음 웹툰,나는 지금 제대로 된 사랑을 하고 있을까?,9.7
432,순간, 김종진,"순정, 사랑, 감성",다음 웹툰,평범한 일상에서도 심장이 움직이는 순간이 있습니다. 그 순간을 기억하시나요?,9.8
433,괴물 같은 아이돌, 이원식/민홍,"순정, 연애, 꽃미남",다음 웹툰,"이 멋진 남자들, 괴물 같은 아이돌? 아이돌 같은 괴물?",9.7
434,이장본색, 지뚱,"판타지, 코믹, 배틀",다음 웹툰,파워농촌 대왕리에서 펼쳐지는 농력의 향연!!,9.5
435,연무, 김은경/변기현,"미스터리, 재난, 비밀",다음 웹툰,도시 전체가 숨죽인 화이트 아웃. 무조건 살아남아야한다. 삶은 계속되어야 한다.,9.8
436,PEAK, 홍성수/임강혁,"스포츠, 드라마, 산악구조대",다음 웹툰,이제껏 본적 없는 웰메이드 산악구조 액션!,9.8
437,개와 토끼의 주인, 이원진,"일상, 드라마, 반려동물",다음 웹툰,메트로놈 이원진 작가의 조금은 다른 반려동물 이야기,8.2
438,로봇이 상냥해, 꿀오뎅,"판타지, 순정, 로봇",다음 웹툰,"2085년 화성의 밤, 그녀를 지키려는자, 구하려는 자",9.6
439,거운 나의 집, 노대주,"성인, 미스터리, 생활툰",다음 웹툰,서울대 다니는 나태한의 개인 다큐,9.4
440,셜록 : 여왕폐하의 탐정 1, 고경오/zohan,"탐정, 판타지, 추리",다음 웹툰,19세기 가상의 국가에서 셜록 홈즈가 왓슨과 협력하여 각종 사건을 풀어나간다!,9.7
441,제비전, 고은,"순정, 판타지, 동화",다음 웹툰,"까칠한 흥부와 왕자병 놀부, 두 형제 사이에 낀 제비의 험난한 은혜 갚기!",9.8
442,아네미아, 홍작가,"공포, 미스터리, 뱀파이어",다음 웹툰,피가 모자란 사람들에 관한 4가지 단편 옴니버스,9.8
443,여행해도 똑같네, 캐러멜,"코믹, 일상, 여행",다음 웹툰,"캐러멜, 네온비 부부 동구와 자동차 여행을 떠나다!",9.4
444,루드비코의 만화일기, 루드비코,"코믹, 일상, 생활툰",다음 웹툰,작가 루드비코의 솔직한 이야기..일상툰은 이런 것이다!,9.8
445,마왕을 위한 동화, 김용환,"순정, 판타지, 마왕",다음 웹툰,"지위도 명예도 버렸다..하지만 상관없다, 너를 가질 수만 있다면",9.3
446,육갑 : 여섯개의 갑, 지뚱,"코믹, 판타지, 병맛",다음 웹툰,"여긴 어디? 난 누구? 6명의 기억상실자, 알고 보니 극강의 오감을 가졌다! ",9.1
447,포코알레그레토, 김용회,"드라마, 음악, 힐링",다음 웹툰,시립교향악단과 함께하는 따뜻한 음악 이야기,9.8
448,망치를 부수는 변호사, 엄세윤,"미스터리, 드라마, 추리",다음 웹툰,시골 다운타운에서 벌어지는 젊은 변호사의 미스테리 법정 드라마 ,9.6
449,쓸개, 강형규,"액션, 드라마, 돈",다음 웹툰,어느 날 내게 대단한게 생겼다..바로 순금 370kg!,9.8
450,명탐정 포우, 고동동,"미스터리, 탐정, 형사",다음 웹툰,풀리지 않는 사건의 실마리를 찾는 사설 탐정 사무소의 이야기,9.7
451,기세기세2, 진냥,"판타지, 학원, 배틀",다음 웹툰,기네스 세계기록 세우기! 기상천외한 그 두번째 이야기!,8.6
452,러브메이커, 정종수,"순정, 판타지, 연애",다음 웹툰,"12월, 눈 내리던 그날 밤 나는 큐피트를 만났다. 4회 다음공모전 최우수상작",9.8
453,더 퀸 : 침묵의 교실, 김인정,"스릴러, 학원, 일진",다음 웹툰,"여왕이 지배하는 교실, 우리는 정말 평등하기를 바라는가",9.6
454,탐묘인간, soon,"일상, 드라마, 반려동물",다음 웹툰,고양이의 모든 것이 사랑스러워..당신도 나와 같은가요?,9.8
455,외발로 살다, 네스티캣,"무협, 무장, 조선시대",다음 웹툰,"각자의 삶을 건 싸움, 처절한 복수가 시작된다!",9.7
456,마녀, 강풀,"미스터리, 순정, 연애",다음 웹툰,마녀라 불리는 여자를 사랑한 남자의 이야기,9.7
457,십이야, 무류,"순정, 판타지, 연애",다음 웹툰,우리는 누구를 사랑했을까? 가국에서 펼쳐지는 판타지 로맨스,9.9
458,9교시엔  XOXO, 박성철,"순정, 판타지, 타임슬립",다음 웹툰,얼짱 여교사한테 날마다 들이대는 뺀질이 중딩. 이 녀석한테도 나름 사정이 있다는데,8.7
459,저스트 원 샷, 김예린/장유라,"미스터리, 돈, 범죄",다음 웹툰,인생의 한 방! 복권 당첨자의 운명을 건 잔인한 배팅!,9.4
460,인기 있는 남자, 최호진,"드라마, 욕망, 인기",다음 웹툰,모든 여자들이 선택받으려 줄을 서는 그런 남자만 될 수 있다면,9.0
461,폐어, 최민호,"순정, 연애, 물고기",다음 웹툰,"깊은 상처, 이대로 사랑해도 되는 걸까?",9.5
462,수사전, 팀 풍경,"판타지, 추리, 형사",다음 웹툰,광무 5년 대한제국을 배경으로한 본격 정치 수사극!,9.8
463,가우시안 블러, 박시인,"드라마, 연애, 성장드라마",다음 웹툰,뿌연 안개같은 청춘을 살아가는 19살 소년소녀의 비밀 스토리,9.7
464,동, 장이,"미스터리, 스릴러, 살인사건",다음 웹툰,"살인자와 목격자, 그들이 벌이는 치열한 생존게임!",9.4
465,결혼해도 똑같네, 네온비,"코믹, 일상, 결혼생활",다음 웹툰,"만화가 네온비, 캐러멜 부부 탄생! 그리고 이어지는 충격 개그 신화!",9.7
466,지옥철, 고동동,"공포, 미스터리, 살인사건",다음 웹툰,익숙한 것에 대한 극도의 공포감!.. 지하철에서 일어나는 기이한 사건의 정체는?,9.0
467,우리집 새새끼, 골드키위새,"일상, 코믹, 반려동물",다음 웹툰,문조 두 마리와 골드키위새 작가가 엮어가는 새판 이야기,9.7
468,안되는 건 안되는 거다, 홍작가,"미스터리, 판타지, 초자연",다음 웹툰,"기억을 잃은 소년, 해결사, 은둔작가..그들의 이상한 이야기",9.7
469,은밀하게 위대하게 : 슬럼버, Hun,"드라마, 액션, 간첩",다음 웹툰,은밀하고 위대했던 슬픈 혁명의 과거! 그들은 정말 무슨 생각을 했던걸까,9.7
470,검둥이 이야기, 윤필,"드라마, 힐링, 동물",다음 웹툰,흰둥이 윤필 작가가 그려내는 또 하나의 가슴 절절한 이야기,9.7
471,피노키오, 마루,"순정, 판타지, 연애",다음 웹툰,행복해지고 싶은 사람들과 한 소년의 행복찾기!,9.7
472,다이아몬드 더스트, 강형규,"드라마, 순정, 연애",다음 웹툰,'라스트' 강형규가 선보이는 흔하지 않은 사랑 이야기,9.6
473,헌티드 스쿨, 계란계란,"공포, 학원, 괴담",다음 웹툰,학원기이야담의 시초를 만나다..흥미진진 학교 괴담 사냥이 시작된다!,9.5
474,세상 밖으로, 조금산,"스릴러, 현실반영, 종교",다음 웹툰,동네 친구들의 뜻하지 못한 사건. 휘말려버리다.,9.7
475,커밍업!, 기선,"순정, 연예인, 아이돌",다음 웹툰,기선작가가 선보이는 본격 걸그룹 만들기 프로젝트!,9.4
476,돼지고기 동동, 조경규,"코믹, 음식, 가족",다음 웹툰,오동통한 네가 좋아..돼지고기의 치명적인 매력에 풍덩~,7.4
477,한여름밤의 꿈, 김용회,"드라마, 힐링, 시골",다음 웹툰,"숲, 소년 그리고 한여름의 꿈이 시작되는 순간의 이야기",9.8
478,루드비코의 만화영화, 루드비코,"일상, 코믹, 병맛",다음 웹툰,만화 작가 루드비코의 '영화로 보는 일상',9.7
479,"다시, 봄", 라라시스터,"드라마, 미스터리, 초자연",다음 웹툰,두 번 다시 안올 그날이 되돌아 오면 당신은 무엇을 할건가요?,9.7
480,언더시티, 쵸밥,"액션, 판타지, 게임",다음 웹툰,"가상현실의 도시, 언더시티에 오신 것을 환영합니다.",9.5
481,애썸, 김종진,"순정, 연애, 힐링",다음 웹툰,누구나 겪었을 법한 사랑과 소중한 만남에 대한 짧은 이야기,9.8
482,오세요 타로샵, 박강호,"지식, 드라마, 타로",다음 웹툰,국내최초 타로 실전 웹툰. 애매한 것에 대한 답이 여기에!,8.2
483,아코르, 마하로/이지영,"순정, 판타지, 연애",다음 웹툰,잔혹한 과거를 가진 이안과 신비한 소녀 네이가 만들어내는 가슴시린 성장동화 ,9.7
484,다이어터, 네온비/캐러멜,"코믹, 헬스, 음식",다음 웹툰,뚱뚱한 청춘은 가라! 캐러멜 작가가 선보이는 다이어트 백서!,9.7
485,나는 매일 그를 훔쳐본다, 유현숙,"순정, 연애, 짝사랑",다음 웹툰,훔쳐보기로 사랑을 시작해버린 극소심녀의 좌충우돌 연애담,9.6
486,레이어즈 아나키, 글피,"판타지, 액션, 초자연",다음 웹툰,"시공을 초월한 그 곳, 레이어를 둘러싼 학원감성액션",9.5
487,오! 마이 레이스, 배추도사무도사,"순정, 패션, 디자이너",다음 웹툰,"전쟁터와 같은 패션계, 레이스를 사랑하는 이 남자를 주목하라!",9.4
488,란의 공식, 양영순,"판타지, 학원, 복수",다음 웹툰,"'누들누드', '아색기가'의 양영순을 기억하는가? '1001'의 양영순을 기억하는가? ",9.6
489,코알랄라, yami ,"일상, 코믹, 음식",다음 웹툰,먹는게 즐거운 야미 작가의 즐거운 먹부림이 시작된다!,7.4
490,빨간봉투, 최호진,"드라마, 욕망, 돈",다음 웹툰,가질 수 없는 것들을 욕망하는 청춘들의 이야기,9.1
491,흰둥이, 윤필,"드라마, 현실반영, 힐링",다음 웹툰,오늘도 흰둥이는 사람들과 살아갑니다,9.7
492,도사랜드, 이원식/두엽,"판타지, 액션, 도술",다음 웹툰,제대로된 직업에는 사짜가 들어가 줘야지! 그래서 바로 도사!,9.6
493,낙오여군복귀기, 윤필,"드라마, 군대, 여군",다음 웹툰,정부 특별조치 발표! 여성 군복무 의무화 시대!,8.4
494,지혜가 쫀득쫀득, 어택,"일상, 코믹, 생활노하우",다음 웹툰,어택 스타일로 배우는 쫀득쫀득한 생활의 지혜!,9.2
495,후크는 악당이다, 엄세윤,"판타지, 동화, 후크",다음 웹툰,후크는 악당이다. 대체 왜?....... 그 사건의 전말를 파헤친다!!,9.1
